name,type,country
Hadleigh,Town,England
Hadleigh,Village,England
"Hadleigh Heath",Hamlet,England
Hadley,"Suburban Area",England
Hadley,Hamlet,England
Hadley,"Suburban Area",England
"Hadley End",Village,England
"Hadley Wood","Suburban Area",England
Hadlow,Village,England
"Hadlow Down",Village,England
"Hadlow Stair","Suburban Area",England
Hadnall,Village,England
Hadspen,Hamlet,England
Hadstock,Village,England
Hadston,Village,England
Hady,"Suburban Area",England
Hadzor,Village,England
"Hafan y Mor","Other Settlement",Wales
"Haffenden Quarter",Hamlet,England
Hafod,"Suburban Area",Wales
Hafodyrynys,Village,Wales
"Hag Fold","Suburban Area",England
Haggate,"Suburban Area",England
Haggate,"Suburban Area",England
Haggbeck,Hamlet,England
Haggerston,Hamlet,England
Haggerston,"Suburban Area",England
"Hagginton Hill","Suburban Area",England
Haggrister,"Other Settlement",Scotland
Haggs,Village,Scotland
"Haggs Hill","Suburban Area",England
Haghill,"Suburban Area",Scotland
Hagley,Village,England
Hagley,Village,England
"Hagmore Green",Hamlet,England
Hagnaby,Hamlet,England
Hagnaby,"Other Settlement",England
"Hagnaby Lock",Hamlet,England
"Hague Bar",Village,England
Hagworthingham,Village,England
Haigh,"Suburban Area",England
Haigh,Village,England
"Haigh Fold","Suburban Area",England
"Haighton Green",Hamlet,England
"Haighton Top",Hamlet,England
"Hail Weston",Village,England
Haile,Village,England
Hailes,"Other Settlement",England
Hailes,"Suburban Area",Scotland
"Hailes Terrace","Other Settlement",Scotland
Hailey,Village,England
Hailey,Hamlet,England
Hailey,Village,England
Hailsham,Town,England
Haimer,"Other Settlement",Scotland
Hainault,"Suburban Area",England
Haine,Village,England
"Haines Hill","Suburban Area",England
Hainford,Village,England
Hainton,Village,England
Hainworth,Village,England
"Hainworth Shaw",Hamlet,England
Hairmyres,"Suburban Area",Scotland
Haisthorpe,Village,England
Hakin,"Suburban Area",Wales
Hala,"Suburban Area",England
Halam,Village,England
Halbeath,"Suburban Area",Scotland
Halberton,Village,England
Halcon,"Suburban Area",England
Halcro,"Other Settlement",Scotland
Haldens,"Suburban Area",England
Hale,Village,England
Hale,Village,England
Hale,Town,England
Hale,Hamlet,England
Hale,Village,England
Hale,Village,England
Hale,Hamlet,England
"Hale Bank",Village,England
"Hale Barns","Suburban Area",England
"Hale Common",Hamlet,England
"Hale End","Suburban Area",England
"Hale Green",Hamlet,England
"Hale Nook",Hamlet,England
"Hale Street",Village,England
Halecommon,Hamlet,England
Hales,Village,England
Hales,Village,England
"Hales Green",Hamlet,England
"Hales Park","Suburban Area",England
"Hales Place","Suburban Area",England
Halesfield,"Suburban Area",England
Halesowen,Town,England
Halesworth,Town,England
Halewood,"Suburban Area",England
"Half Acres","Suburban Area",England
"Half Mile","Suburban Area",England
"Half Moon Village",Hamlet,England
Halfkey,Hamlet,England
Halford,Village,England
Halford,Village,England
Halford,Hamlet,England
Halfpenny,Hamlet,England
"Halfpenny Furze",Hamlet,Wales
"Halfpenny Green","Other Settlement",England
Halfway,"Suburban Area",England
Halfway,Hamlet,England
Halfway,"Suburban Area",Scotland
Halfway,"Suburban Area",Wales
Halfway,Hamlet,Wales
Halfway,Hamlet,Wales
"Halfway Bridge",Hamlet,England
"Halfway House",Village,England
"Halfway Houses",Village,England
"Halfway Street",Hamlet,England
Halgabron,Hamlet,England
Halifax,Town,England
Halistra,Hamlet,Scotland
Halket,"Other Settlement",Scotland
Halkirk,Village,Scotland
"Hall Bower","Suburban Area",England
"Hall Carr","Suburban Area",England
"Hall Cliffe","Suburban Area",England
"Hall Close Chase","Suburban Area",England
"Hall Close Dale","Suburban Area",England
"Hall Close Glade","Suburban Area",England
"Hall Close Grange","Suburban Area",England
"Hall Close Green","Suburban Area",England
"Hall Cross",Hamlet,England
"Hall End","Suburban Area",England
"Hall End",Hamlet,England
"Hall End",Village,England
"Hall Green",Village,England
"Hall Green","Suburban Area",England
"Hall Green",Hamlet,England
"Hall Green","Suburban Area",England
"Hall Green","Suburban Area",England
"Hall Green","Suburban Area",England
"Hall Green","Suburban Area",England
"Hall Green",Hamlet,England
"Hall Grove","Suburban Area",England
"Hall Hills",Hamlet,England
"Hall Senna",Hamlet,England
"Hall i' th' Wood","Suburban Area",England
"Hall's Green",Hamlet,England
"Hall's Green","Other Settlement",England
"Hallam Fields","Suburban Area",England
"Hallam Head","Suburban Area",England
Halland,Village,England
Hallaton,Village,England
Hallatrow,Village,England
Hallbankgate,Village,England
Halleaths,"Other Settlement",Scotland
Hallen,Village,England
Hallend,Hamlet,England
Hallfield,"Suburban Area",England
Hallgarth,"Suburban Area",England
Hallglen,Village,Scotland
Halliburton,"Suburban Area",Scotland
Hallin,Hamlet,Scotland
Halling,Village,England
"Hallingbury Street",Hamlet,England
Hallington,Hamlet,England
Hallington,Hamlet,England
Halliwell,"Suburban Area",England
Halloughton,Village,England
Hallow,Village,England
"Hallow Bank",Hamlet,England
Hallowmoor,"Suburban Area",England
Hallowood,Hamlet,Scotland
Hallpark,"Suburban Area",Scotland
"Halls Green",Hamlet,England
Hallsands,Village,England
Hallside,"Suburban Area",Scotland
Hallspill,Hamlet,England
"Hallsville Quarter","Other Settlement",England
Hallthwaites,Hamlet,England
"Hallwood Green",Hamlet,England
"Hallwood Park","Suburban Area",England
Hallworthy,Hamlet,England
Hallyne,"Other Settlement",Scotland
"Halmer End",Village,England
"Halmond's Frome",Hamlet,England
Halmore,Village,England
Halnaker,Village,England
Halsall,Village,England
Halse,Village,England
Halse,Village,England
Halsetown,Village,England
"Halsey Lake",Hamlet,England
Halsham,Village,England
Halsinger,Hamlet,England
Halstead,Hamlet,England
Halstead,Town,England
Halstead,Village,England
Halstock,Village,England
Halterworth,"Suburban Area",England
Haltham,Village,England
"Haltoft End",Village,England
Halton,Hamlet,England
Halton,Village,England
Halton,"Suburban Area",England
Halton,Village,England
Halton,"Suburban Area",England
Halton,Hamlet,Wales
"Halton Brook","Suburban Area",England
"Halton East",Hamlet,England
"Halton Fenside",Village,England
"Halton Gill",Hamlet,England
"Halton Green",Hamlet,England
"Halton Holegate",Village,England
"Halton Lea","Suburban Area",England
"Halton Lea Gate",Village,England
"Halton Moor","Suburban Area",England
"Halton Shields",Hamlet,England
"Halton View","Suburban Area",England
"Halton Village","Suburban Area",England
"Halton West",Hamlet,England
Haltwhistle,Town,England
Halvergate,Village,England
Halvosso,"Other Settlement",England
Halwell,Village,England
Halwill,Village,England
"Halwill Junction",Village,England
Halwin,Hamlet,England
Ham,"Suburban Area",England
Ham,Hamlet,England
Ham,Hamlet,England
Ham,Hamlet,England
Ham,Hamlet,England
Ham,Hamlet,England
Ham,Hamlet,England
Ham,Village,England
Ham,"Suburban Area",England
Ham,Village,England
Ham,"Suburban Area",England
Ham,"Suburban Area",England
Ham,Hamlet,England
"Ham Green",Hamlet,England
"Ham Green","Other Settlement",England
"Ham Green","Other Settlement",England
"Ham Green","Suburban Area",England
"Ham Green","Suburban Area",England
"Ham Green",Hamlet,England
"Ham Hill","Suburban Area",England
"Ham Hill","Suburban Area",England
"Ham Marsh","Suburban Area",England
"Ham Street",Village,England
Hamaramore,"Suburban Area",Scotland
Hamaraverin,"Suburban Area",Scotland
Hamble-le-Rice,Village,England
Hambleden,Village,England
Hambledon,Village,England
Hambledon,Village,England
Hambleton,Village,England
Hambleton,Hamlet,England
Hambleton,Village,England
Hambleton,Hamlet,England
Hambridge,Village,England
Hambrook,Village,England
Hambrook,Village,England
Hameringham,"Other Settlement",England
Hamerton,Village,England
Hamfield,"Suburban Area",England
"Hamhaugh Island","Suburban Area",England
Hamilton,Town,Scotland
"Hamilton Wynd","Other Settlement",Scotland
Hamiltonhill,"Suburban Area",Scotland
Hamister,Village,Scotland
Hamlet,Hamlet,England
Hamlet,"Suburban Area",England
"Hamlet of Shellness",Hamlet,England
"Hamm Court Estate","Suburban Area",England
"Hamm Moor","Suburban Area",England
Hammer,Village,England
"Hammer Bottom",Village,England
Hammerfield,"Suburban Area",England
Hammerpot,Hamlet,England
Hammersmith,"Suburban Area",England
Hammersmith,"Other Settlement",England
Hammerwich,Village,England
Hammerwood,Village,England
"Hammond Street","Suburban Area",England
"Hammond's Green","Suburban Area",England
Hammoon,Hamlet,England
Hamnavoe,Village,Scotland
Hamnavoe,Hamlet,Scotland
Hamnavoe,Hamlet,Scotland
Hamnavoe,Hamlet,Scotland
"Hamnish Clifford",Hamlet,England
Hamp,"Suburban Area",England
"Hampden Park","Suburban Area",England
Hampen,Hamlet,England
"Hamperden End",Hamlet,England
Hamperley,"Other Settlement",England
"Hampers Green",Village,England
Hampeth,Hamlet,England
Hampnett,Hamlet,England
Hampole,Hamlet,England
Hampreston,Village,England
Hampsfield,Hamlet,England
"Hampson Green",Hamlet,England
Hampstead,"Other Settlement",England
"Hampstead Garden Suburb","Suburban Area",England
"Hampstead Heath","Suburban Area",England
"Hampstead Norreys",Village,England
Hampsthwaite,Village,England
"Hampsthwaite Hollins","Suburban Area",England
Hampton,Village,England
Hampton,"Suburban Area",England
Hampton,"Other Settlement",England
Hampton,"Suburban Area",England
"Hampton Bank",Hamlet,England
"Hampton Beech",Hamlet,England
"Hampton Bishop",Village,England
"Hampton Court","Suburban Area",England
"Hampton Fields",Hamlet,England
"Hampton Green",Hamlet,England
"Hampton Green","Suburban Area",England
"Hampton Hargate","Suburban Area",England
"Hampton Heath",Village,England
"Hampton Hill","Suburban Area",England
"Hampton Loade",Village,England
"Hampton Lovett",Village,England
"Hampton Lucy",Village,England
"Hampton Magna",Village,England
"Hampton Park","Suburban Area",England
"Hampton Park","Suburban Area",England
"Hampton Poyle",Village,England
"Hampton Vale","Suburban Area",England
"Hampton Wick","Suburban Area",England
"Hampton in Arden",Village,England
"Hampton on the Hill",Village,England
Hamptworth,Village,England
Hamrow,Hamlet,England
Hamsey,Hamlet,England
Hamshill,Hamlet,England
"Hamstall Ridware",Village,England
Hamstead,"Suburban Area",England
Hamstead,Hamlet,England
"Hamstead Marshall",Village,England
Hamsterley,Village,England
Hamsterley,Village,England
"Hamsterley Mill",Village,England
Hamstreet,Village,England
"Hamwell Leaze","Suburban Area",England
Hamworthy,"Suburban Area",England
Hanbury,Village,England
Hanbury,Village,England
"Hanbury Woodend",Village,England
Hanby,"Other Settlement",England
"Hanchett End","Suburban Area",England
Hanchurch,Village,England
"Hand Green",Hamlet,England
Handbridge,"Suburban Area",England
Handcross,Village,England
Handforth,Village,England
Handless,"Other Settlement",England
Handley,Hamlet,England
Handley,Hamlet,England
"Handley Green",Hamlet,England
Handsacre,Village,England
Handside,"Suburban Area",England
Handsworth,"Suburban Area",England
Handsworth,"Suburban Area",England
"Handsworth Hill","Suburban Area",England
"Handsworth Wood","Suburban Area",England
"Handy Cross",Hamlet,England
Hanford,"Suburban Area",England
Hanford,Hamlet,England
Hangersley,Village,England
"Hanging Chadder","Suburban Area",England
"Hanging Heaton","Suburban Area",England
"Hanging Houghton",Village,England
"Hanging Langford",Village,England
"Hanging Stone","Suburban Area",England
"Hanging Water","Suburban Area",England
Hangingbridge,Village,England
Hangleton,Hamlet,England
Hangleton,"Suburban Area",England
Hanham,"Suburban Area",England
Hankelow,Village,England
Hankerton,Village,England
Hankham,Village,England
Hanley,"Suburban Area",England
"Hanley Castle",Village,England
"Hanley Child",Hamlet,England
"Hanley Swan",Village,England
"Hanley William","Other Settlement",England
Hanlith,Hamlet,England
Hanmer,Village,Wales
Hannaford,Hamlet,England
Hannafore,"Suburban Area",England
Hannah,Hamlet,England
"Hanningfield Green",Hamlet,England
Hannington,Village,England
Hannington,Village,England
Hannington,Village,England
"Hannington Wick",Hamlet,England
"Hanover Square","Suburban Area",Wales
"Hanscombe End",Hamlet,England
"Hansel Village",Hamlet,Scotland
"Hansley Cross",Hamlet,England
Hanslope,Village,England
Hanstubbin,"Suburban Area",England
Hanthorpe,Village,England
Hanwell,Village,England
Hanwell,"Suburban Area",England
Hanwood,Village,England
"Hanwood Bank",Village,England
Hanworth,"Suburban Area",England
Hanworth,Village,England
Hanworth,"Suburban Area",England
Happisburgh,Village,England
"Happisburgh Common",Village,England
"Happy Bottom","Suburban Area",England
Hapsford,Hamlet,England
Hapsford,Hamlet,England
Hapton,Village,England
Hapton,Village,England
Harberton,Village,England
Harbertonford,Village,England
Harbledown,Village,England
Harborne,"Suburban Area",England
"Harborough Magna",Village,England
Harbottle,Village,England
"Harbour Heights","Suburban Area",England
Harbourland,Hamlet,England
Harbourneford,Hamlet,England
Harbridge,Hamlet,England
Harburn,Hamlet,Scotland
Harbury,Village,England
Harby,Village,England
Harby,Village,England
Harcombe,Hamlet,England
"Harcombe Bottom",Hamlet,England
Harcourt,Village,England
"Harcourt Hill","Suburban Area",England
Harden,Hamlet,England
Harden,Village,England
Harden,"Suburban Area",England
Hardendale,Hamlet,England
Hardgate,"Other Settlement",England
Hardgate,"Other Settlement",Scotland
Hardgate,"Suburban Area",Scotland
Hardgate,Village,Scotland
Hardham,Hamlet,England
Hardhorn,"Suburban Area",England
"Hardhorn Village","Suburban Area",England
Hardingham,Village,England
"Hardings Wood","Suburban Area",England
Hardingstone,"Suburban Area",England
Hardington,Hamlet,England
"Hardington Mandeville",Village,England
"Hardington Marsh",Hamlet,England
"Hardington Moor",Village,England
Hardisworthy,Hamlet,England
Hardley,Village,England
"Hardley Street",Village,England
Hardmead,Hamlet,England
Hardmuir,Hamlet,Scotland
Hardraw,Hamlet,England
Hardstoft,Village,England
Hardway,Village,England
Hardwick,"Suburban Area",England
Hardwick,Hamlet,England
Hardwick,Hamlet,England
Hardwick,Hamlet,England
Hardwick,Hamlet,England
Hardwick,Village,England
Hardwick,Hamlet,England
Hardwick,Hamlet,England
Hardwick,"Suburban Area",England
Hardwick,Village,England
Hardwick,Village,England
Hardwick,"Suburban Area",England
Hardwick,Hamlet,England
Hardwick,Village,England
Hardwick,Village,England
Hardwick,"Suburban Area",Wales
"Hardwick Green",Hamlet,England
"Hardwick Village",Hamlet,England
"Hardwick Wood",Village,England
Hardwicke,Hamlet,England
Hardwicke,Village,England
Hardwicke,Hamlet,England
"Hardy's Green",Hamlet,England
Hare,Hamlet,England
"Hare Appletree",Hamlet,England
"Hare Edge","Other Settlement",England
"Hare Green",Hamlet,England
"Hare Hatch",Village,England
"Hare Runs","Suburban Area",England
"Hare Street",Village,England
"Hare Street",Hamlet,England
"Hare Street","Suburban Area",England
"Hare Street",Hamlet,England
Hareby,Hamlet,England
Harecroft,Village,England
Harefield,"Suburban Area",England
Harefield,"Suburban Area",England
Harefield,Village,England
Haregate,"Suburban Area",England
Harehill,Hamlet,England
Harehills,"Suburban Area",England
"Harehills Corner","Suburban Area",England
Hareholme,"Suburban Area",England
Harelaw,"Suburban Area",England
Hareleeshill,"Suburban Area",Scotland
Hareplain,Hamlet,England
Haresceugh,"Other Settlement",England
Harescombe,"Other Settlement",England
Haresfield,Village,England
Haresfinch,"Suburban Area",England
Hareshaw,Village,Scotland
Harestanes,"Suburban Area",Scotland
Harestock,"Suburban Area",England
Harewood,Village,England
"Harewood End",Village,England
"Harewood Park","Suburban Area",England
Harford,Hamlet,England
Harford,Hamlet,England
Hargate,Hamlet,England
Hargatewall,Hamlet,England
Hargrave,Village,England
Hargrave,Village,England
Hargrave,Village,England
Harker,Village,England
"Harker Marsh",Hamlet,England
Harkstead,Village,England
Harlaston,Village,England
Harlaxton,Village,England
Harle,Hamlet,England
"Harle Syke","Suburban Area",England
Harlech,Town,Wales
Harlescott,"Suburban Area",England
Harlesden,"Suburban Area",England
Harleston,Hamlet,England
Harleston,Village,England
Harleston,Town,England
Harlestone,Village,England
Harley,Village,England
Harley,Village,England
"Harley Shute","Suburban Area",England
"Harley Wood","Suburban Area",England
Harleywood,"Suburban Area",England
"Harling Road",Village,England
Harlington,Village,England
Harlington,Village,England
Harlington,"Suburban Area",England
Harlois,Village,Scotland
Harlow,Town,England
"Harlow Common","Suburban Area",England
"Harlow Green","Suburban Area",England
"Harlow Hill",Hamlet,England
"Harlow Hill","Suburban Area",England
"Harlow Wood",Village,England
Harlthorpe,Hamlet,England
Harlton,Village,England
Harlyn,Village,England
"Harman's Corner","Suburban Area",England
"Harman's Cross",Village,England
"Harmans Water","Suburban Area",England
Harmby,Village,England
"Harmer Green",Hamlet,England
"Harmer Hill",Village,England
Harmondsworth,"Suburban Area",England
Harmony,Hamlet,Wales
Harmston,Village,England
Harnage,"Other Settlement",England
Harnham,Hamlet,England
Harnham,"Suburban Area",England
Harnhill,Hamlet,England
"Harold Hill","Suburban Area",England
"Harold Park","Suburban Area",England
"Harold Wood","Suburban Area",England
Haroldsbridge,"Other Settlement",England
"Haroldston West",Hamlet,Wales
Haroldswick,Village,Scotland
Harome,Village,England
Harpenden,Town,England
"Harper Green","Suburban Area",England
"Harper Hill",Hamlet,England
"Harper's Gate",Hamlet,England
Harpesford,"Suburban Area",England
Harpford,Village,England
Harpham,Village,England
Harpley,Hamlet,England
Harpley,Village,England
Harpole,Village,England
Harpsdale,"Other Settlement",Scotland
Harpsden,Village,England
"Harpsden Bottom",Hamlet,England
"Harpsden Heights","Suburban Area",England
Harpswell,Hamlet,England
Harpton,Hamlet,Wales
"Harpur Hill",Village,England
Harpurhey,"Suburban Area",England
Harraby,"Suburban Area",England
Harracott,Hamlet,England
Harrapul,Village,Scotland
Harraton,"Suburban Area",England
Harray,"Other Settlement",Scotland
Harrier,"Other Settlement",Scotland
Harrietfield,Hamlet,Scotland
Harrietsham,Village,England
Harringay,"Suburban Area",England
Harrington,"Suburban Area",England
Harrington,Village,England
Harrington,Hamlet,England
Harringworth,Village,England
"Harris' Green",Hamlet,England
Harriseahead,Village,England
Harriston,Village,England
Harrogate,Town,England
Harrold,Village,England
"Harrop Fold",Hamlet,England
"Harrop Green","Suburban Area",England
Harrow,"Other Settlement",England
"Harrow Weald","Suburban Area",England
"Harrow on the Hill","Suburban Area",England
Harrowbarrow,Village,England
Harrowby,"Other Settlement",England
Harrowcross,Hamlet,England
Harrowden,Hamlet,England
"Harrowgate Hill","Suburban Area",England
"Harrowgate Village","Suburban Area",England
"Harry Stoke","Suburban Area",England
Harston,Village,England
Harston,Village,England
Harswell,Hamlet,England
Hart,Village,England
"Hart Common",Village,England
"Hart Hill","Suburban Area",England
"Hart's Hill","Suburban Area",England
Hartburn,Hamlet,England
Hartburn,"Suburban Area",England
Hartcliffe,"Suburban Area",England
Hartest,Village,England
"Hartest Hill",Hamlet,England
Hartfield,Village,England
Hartford,Village,England
Hartford,Hamlet,England
Hartford,"Suburban Area",England
"Hartford End",Hamlet,England
Hartfordbeach,"Suburban Area",England
Hartfordbridge,Village,England
Hartforth,Hamlet,England
Hartgrove,Village,England
Harthill,Hamlet,England
Harthill,Village,England
Harthill,Village,Scotland
Hartington,Village,England
Hartland,Village,England
Hartle,Hamlet,England
Hartlebury,Hamlet,England
Hartlebury,Village,England
Hartlepool,Town,England
Hartleton,"Other Settlement",England
Hartley,Village,England
Hartley,"Suburban Area",England
Hartley,Village,England
Hartley,Village,England
"Hartley Hill","Suburban Area",England
"Hartley Vale","Suburban Area",England
"Hartley Wespall","Other Settlement",England
"Hartley Wintney",Village,England
"Hartley's Village","Suburban Area",England
Hartlington,Hamlet,England
Hartlip,Village,England
"Hartlip Hill","Suburban Area",England
Hartmoor,Hamlet,England
Hartmount,Hamlet,Scotland
Harton,"Suburban Area",England
Harton,Hamlet,England
Harton,Hamlet,England
"Harton Nook","Suburban Area",England
Hartpury,Village,England
Hartshead,"Suburban Area",England
"Hartshead Green","Other Settlement",England
"Hartshead Moor Side","Suburban Area",England
"Hartshead Moor Top","Suburban Area",England
Hartshill,"Suburban Area",England
Hartshill,Village,England
Hartsholme,"Suburban Area",England
Hartshorne,Village,England
Hartsop,Hamlet,England
Hartwell,"Other Settlement",England
Hartwell,Village,England
Hartwell,Hamlet,England
Hartwith,Hamlet,England
Hartwood,"Suburban Area",England
Hartwood,Village,Scotland
Harvel,Village,England
"Harvest Hill",Village,England
"Harvills Hawthorn","Suburban Area",England
Harvington,Village,England
Harvington,Village,England
Harwell,Hamlet,England
Harwell,Village,England
Harwich,Town,England
Harwood,Hamlet,England
"Harwood Bar","Suburban Area",England
"Harwood Dale","Other Settlement",England
"Harwood Lee","Suburban Area",England
Harworth,Village,England
Harworth,"Suburban Area",England
Hasbury,"Suburban Area",England
Hascombe,Village,England
Haselbech,Village,England
"Haselbury Plucknett",Village,England
Haseley,Hamlet,England
"Haseley Green",Hamlet,England
"Haseley Knob",Hamlet,England
Haselor,Village,England
Haselour,Hamlet,England
Hasfield,"Other Settlement",England
Hasguard,Hamlet,Wales
Haskayne,Village,England
Hasketon,Village,England
Hasland,"Suburban Area",England
Haslemere,Town,England
Haslingbourne,"Other Settlement",England
Haslingden,Town,England
Haslingfield,Village,England
Haslington,Village,England
"Hasluck's Green","Suburban Area",England
Hassall,Hamlet,England
"Hassall Green",Village,England
"Hassell Street",Hamlet,England
Hassendean,Hamlet,Scotland
Hassingham,Hamlet,England
Hassocks,Village,England
Hassop,Hamlet,England
Haster,Village,Scotland
Hasthorpe,"Other Settlement",England
Hastigrow,Hamlet,Scotland
Hastingleigh,Village,England
Hastings,Hamlet,England
Hastings,Town,England
"Hastings Hill","Suburban Area",England
Hastingwood,Village,England
Hastoe,Hamlet,England
Haston,Hamlet,England
Haswell,Village,England
"Haswell Plough",Village,England
Hatch,"Suburban Area",England
Hatch,Hamlet,England
Hatch,Village,England
"Hatch Beauchamp",Village,England
"Hatch End","Suburban Area",England
"Hatch Green",Hamlet,England
"Hatch Warren","Suburban Area",England
"Hatchet Green",Hamlet,England
Hatchford,Village,England
"Hatchford End",Hamlet,England
"Hatching Green","Suburban Area",England
Hatchmere,Village,England
Hatcliffe,Village,England
"Hateley Heath","Suburban Area",England
Hatfield,Village,England
Hatfield,Hamlet,England
Hatfield,Village,England
Hatfield,Town,England
"Hatfield Broad Oak",Village,England
"Hatfield Garden Village","Suburban Area",England
"Hatfield Heath",Village,England
"Hatfield Hyde","Suburban Area",England
"Hatfield Peverel",Village,England
"Hatfield Woodhouse",Village,England
Hatford,Village,England
Hatherden,Village,England
Hatherleigh,Village,England
Hatherley,"Suburban Area",England
Hatherlow,"Suburban Area",England
Hathern,Village,England
Hatherop,Village,England
Hathersage,Village,England
"Hathersage Booths","Suburban Area",England
Hathershaw,"Suburban Area",England
Hatherton,Village,England
Hatherton,"Other Settlement",England
"Hatley St George",Village,England
Hatston,"Suburban Area",Scotland
Hatt,Village,England
Hattersley,Village,England
Hattingley,Hamlet,England
Hatton,Village,England
Hatton,Village,England
Hatton,Hamlet,England
Hatton,Village,England
Hatton,Village,England
Hatton,"Other Settlement",England
Hatton,"Suburban Area",England
Hatton,Village,Scotland
"Hatton Fields","Other Settlement",England
"Hatton Green",Village,England
"Hatton Heath","Other Settlement",England
"Hatton Park","Suburban Area",England
"Hatton Rock",Hamlet,England
"Hatton of Fintray",Village,Scotland
Hattoncrook,Hamlet,Scotland
Hattonrigg,"Suburban Area",Scotland
Haugh,"Suburban Area",England
Haugh,Hamlet,England
Haugh,"Suburban Area",Scotland
Haugh,"Other Settlement",Scotland
"Haugh Head",Hamlet,England
"Haugh of Glass","Other Settlement",Scotland
"Haugh of Urr",Village,Scotland
Haugham,Hamlet,England
Haughhead,Village,Scotland
Haughley,Village,England
"Haughley Green",Village,England
"Haughley New Street",Hamlet,England
Haughton,Hamlet,England
Haughton,Hamlet,England
Haughton,Hamlet,England
Haughton,Village,England
Haughton,"Suburban Area",England
Haughton,Village,England
Haughton,Hamlet,England
Haughton,Hamlet,England
Haughton,Hamlet,Wales
"Haughton Green","Suburban Area",England
"Haughton le Skerne","Suburban Area",England
Haulkerton,"Other Settlement",Scotland
Haultwick,Village,England
Haun,Hamlet,Scotland
Haunton,Village,England
Hauxton,Village,England
Havant,Town,England
Haven,Hamlet,England
Haven,Hamlet,England
Havenstreet,Village,England
Haverbreaks,"Suburban Area",England
Havercroft,Village,England
Haverhill,Town,England
Haverigg,Village,England
"Havering's Grove",Village,England
Havering-atte-Bower,"Suburban Area",England
Haveringland,Hamlet,England
"Haverscroft Street","Suburban Area",England
Haversham,Village,England
Haverthwaite,Village,England
"Haverton Hill","Suburban Area",England
"Haviker Street",Hamlet,England
Havyatt,Hamlet,England
"Havyatt Green",Hamlet,England
Hawarden,Village,Wales
Hawbridge,Village,England
"Hawbush Green",Hamlet,England
Hawcoat,"Suburban Area",England
Hawcross,Hamlet,England
Hawerby,"Other Settlement",England
Hawes,Village,England
"Hawes Side","Suburban Area",England
"Hawes' Green",Hamlet,England
Hawford,Hamlet,England
Hawick,Town,Scotland
"Hawk Green","Suburban Area",England
Hawkchurch,Village,England
Hawkedon,Village,England
Hawkenbury,"Suburban Area",England
Hawkenbury,Village,England
Hawkeridge,Village,England
Hawkerland,"Other Settlement",England
"Hawkersland Cross",Hamlet,England
"Hawkes End",Hamlet,England
Hawkesbury,Village,England
Hawkesbury,Hamlet,England
"Hawkesbury Upton",Village,England
Hawkesley,"Suburban Area",England
Hawkhurst,Village,England
"Hawkhurst Common",Hamlet,England
"Hawkhurst Court",Hamlet,England
Hawkinge,Village,England
Hawkley,"Suburban Area",England
Hawkley,Village,England
"Hawkmoor Park",Hamlet,England
Hawkridge,Hamlet,England
"Hawks Green","Suburban Area",England
"Hawks Stones",Hamlet,England
Hawksdale,Village,England
Hawkshaw,Village,England
Hawkshaw,"Suburban Area",England
Hawkshead,Village,England
"Hawkshead Hill",Hamlet,England
"Hawkspur Green",Hamlet,England
Hawkswick,Hamlet,England
Hawksworth,Village,England
Hawksworth,"Suburban Area",England
Hawksworth,Village,England
Hawkwell,Village,England
Hawley,Village,England
Hawley,Village,England
Hawling,Village,England
Hawnby,Hamlet,England
Hawne,"Suburban Area",England
Haworth,Village,England
Hawridge,Village,England
Hawsker,Village,England
Hawstead,Hamlet,England
"Hawstead Green",Village,England
Hawthorn,Village,England
Hawthorn,"Suburban Area",England
Hawthorn,"Suburban Area",Wales
"Hawthorn Bush","Suburban Area",England
"Hawthorn Corner",Hamlet,England
"Hawthorn Hill",Hamlet,England
"Hawthorn Hill",Village,England
Hawthorpe,Hamlet,England
Hawton,Hamlet,England
Hawy,Village,Wales
Haxby,Town,England
Haxey,Village,England
Haxted,Hamlet,England
Haxton,Village,England
"Hay Green",Village,England
"Hay Marsh","Suburban Area",England
"Hay Mills","Suburban Area",England
"Hay Street",Hamlet,England
Haybridge,Village,England
"Haycliffe Hill","Suburban Area",England
Hayden,Hamlet,England
Haydock,Town,England
Haydon,Hamlet,England
Haydon,"Other Settlement",England
Haydon,"Other Settlement",England
Haydon,Hamlet,England
Haydon,Village,England
"Haydon Bridge",Village,England
"Haydon Hill","Suburban Area",England
"Haydon Wick","Suburban Area",England
Hayes,"Suburban Area",England
Hayes,"Other Settlement",England
Hayes,"Suburban Area",England
"Hayes End","Suburban Area",England
"Hayes Gate",Hamlet,Wales
"Hayes Knoll",Hamlet,England
"Hayes Park","Suburban Area",England
Hayfield,Village,England
Hayfield,"Suburban Area",Scotland
"Hayfield Green",Village,England
Hayhill,Hamlet,Scotland
Haylands,"Suburban Area",England
Hayle,Town,England
"Hayley Green","Suburban Area",England
Haynes,Village,England
"Haynes Church End",Hamlet,England
"Haynes West End",Hamlet,England
Hayscastle,"Other Settlement",Wales
"Hayscastle Cross",Village,Wales
Haysford,Hamlet,Wales
Hayshead,"Suburban Area",Scotland
Hayston,"Suburban Area",Scotland
Haythorne,"Other Settlement",England
Hayton,Village,England
Hayton,Village,England
Hayton,Village,England
Hayton,Village,England
Hayton,"Suburban Area",Scotland
"Hayton's Bent",Village,England
"Haytor Vale",Village,England
Haytown,Hamlet,England
"Haywards Heath",Town,England
Haywood,Hamlet,England
Haywood,Hamlet,Scotland
